code,name,generic_product_llm,model
7610200012913,Cervelat,Cervelat,opus
7610200012968,Wienerli,Wienerli,opus
7610200026729,Dörrbohnen,Bohnen getrocknet,opus
7610200026972,Rosa Thunfisch,Thunfisch Dose,opus
7610200040374,Rapsöl,Rapsöl,opus
7610200041050,Grana Padano Gerieben,Grana Padano gerieben,opus
7610200059246,Carnaroli Risotto-Reis,Risottoreis Carnaroli bio,opus
7610200060013,Reibkäse Gruyere,Gruyère gerieben,opus
7610200081193,Cafino Café au lait,Instantkaffee,opus
7610200082336,Steinpilze getrocknet,Steinpilze getrocknet,opus
7610200084125,Emmentaler Switzerland & Le Gruyère Switzerland gerieben,Hartkäse gerieben,opus
7610200232830,Fondue moitié-moitié,Fondue moitié-moitié,opus
7610200244598,Grüne Bohnen,Bohnen grün Dose,opus
7610200246745,Vollkorn-Haferflöckli,Haferflocken Vollkorn,opus
7610200254245,Sultaninen Bio,Sultaninen bio,opus
7610200254252,Haselnusskerne,Haselnüsse,opus
7610200305428,Swiss-Style fondue halbpart,Fondue moitié-moitié,opus
7610200307729,Schweizer Eier,Eier Freilandhaltung,opus
7610200313737,Schweizer Bio-Eier,Eier bio,opus
7610200317537,Valflora Halbrahm Dose ohne Zucker,Halbrahm ungezuckert,opus
7610200328083,Gold Leinsamen Bio,Leinsamen bio,opus
7610200341778,Halbfett-Butter,Halbfettbutter,opus
7610200362735,BIO : UHT Milch,Milch UHT vollfett bio,opus
7610200362759,UHT M-drink Milch,Milch UHT teilentrahmt,opus
7610200380265,Milch AHA!,Milch teilentrahmt laktosefrei,opus
7610200391186,Halbrahm,Halbrahm,opus
7610200424686,Soja Mango Joghurt,Sojajoghurt Mango,opus
7610227895841,Hilcona Gnocchi All'italiana,Gnocchi,opus
7610335000069,Mineralwasser Valser,Mineralwasser mit Kohlensäure,opus
7610335002575,Wasser ohne,Mineralwasser still,opus
7610400010016,MILCH EXTRA,Milchschokolade,opus
7610400010368,Traube-Nuss,Milchschokolade Trauben Nuss,opus
7610400013864,SWISS PREMIUM CHOCOLATE Alpenvollmilch Nuss,Milchschokolade Nuss,opus
7610400014649,Lindor Milch,Pralinen Milchschokolade,opus
7610606077479,Apimiel Schweizer Honig,Honig,opus
7610632995594,Karotten,Karotten,opus
7610700946053,Zitronenmelisse,Kräuterbonbons zuckerfrei,opus
7610800012030,10 Schweizer Eier,Eier,opus
7610800015376,Grana Padano DOP,Grana Padano,opus
7610800021162,Qualité & Prix Schmelzkäse 10 Scheiben,Schmelzkäse Scheiben,opus
7610800107026,Qualité & Prix Grana Padano gerieben,Grana Padano gerieben,opus
7610800125945,Makrelenfilets : in Olivenöl,Makrelenfilets in Olivenöl,opus
7610800975236,5-Korn-Flocken,5-Korn-Flocken,opus
7610800996866,vollkorn haferflocken,Haferflocken Vollkorn,opus
7610807022230,Linsen rot,Linsen rot,opus
7610807061635,Spätzli,Spätzli,opus
7610807069525,butter,Butter,opus
7610807112627,Grana Padano gerieben,Grana Padano gerieben,opus
7610807125825,Eier,Eier,opus
7610807141337,Pomodori Triturati (gehackte Tomaten),Tomaten gehackt,opus
7610809012987,Apfelessig,Apfelessig,opus
7610809016770,BIO Vollkorn Haferflocken Grob,Haferflocken Vollkorn grob,opus
7610809035856,Cervelas,Cervelat,opus
7610809048429,Butter,Butter,opus
7610809058121,Risottoreis Bio,Risottoreis,opus
7610809101896,Ahornsirup,Ahornsirup,opus
7610818252541,Camembert,Camembert,opus
7610827336782,Mayonnaise,Mayonnaise,opus
7610827658181,Cervelat,Cervelat,opus
7610827760259,Mandelgebäck aus der Toscana,Cantuccini,opus
7610829127401,Saft-Vorderschinken,Vorderschinken,opus
7610829521575,Bündner Berg-Landjäger (Pro Montagna),Landjäger,opus
7610829593107,Ilios,Feta,opus
7610845600551,Butter,Butter,opus
7610845776560,Riso Venere - Schwarzer Vollkorn-Reis,Reis schwarz,opus
7610846782768,Buchweizen geschält Bio,Buchweizen,opus
7610848046271,Butter,Butter,opus
7610848073369,Pagnelbrot,Brot,opus
7610848150749,Thon rosa,Thunfisch,opus
7610848150756,Qualité & Prix Rosa Thun In Sonnenblumenöl,Thunfisch in Sonnenblumenöl,opus
7610848300816,"Qualité & Prix Drink Halbentrahmte Milch, 1.5% Milchfett",Milch halbentrahmt,opus
7610848360643,Vollmilch,Vollmilch,opus
7610848361237,Teilentrahmte Milch,Milch teilentrahmt,opus
7610848404330,"Käse, Le Gruyere Switzerland, gerieben",Gruyère gerieben,opus
7610848552895,Bio Gemüse-Spätzli,Spätzli Gemüse,opus
7610848638636,Bio 5-Korn Müesli,Müesli 5-Korn,opus
7610848693185,Sesam : ungeschält,Sesam ungeschält,opus
7610849045532,Minze,Eistee Minze,opus
7610849473670,Naturafarm Hinterschinken Schinken,Hinterschinken,opus
7610849485499,Naturafarm Hinterschinken,Hinterschinken,opus
7610849662142,Risottoreis Bio Carnaroli,Risottoreis Carnaroli,opus
7610849679218,Fusilli Bio,Fusilli,opus
7610849679232,Conchiglie Rigate Dinkel,Conchiglie Dinkel,opus
7610900016099,YoQua Himbeere,Fruchtjoghurt Himbeere,opus
7610900016730,Luzerner Rahmkäse Scheiben (8 Scheiben),Rahmkäse Scheiben,opus
7610900056262,Caffe Latte Espresso,Caffè Latte,opus
7610900058587,Gala nature,Frischkäse,opus
7610900073900,Double Zero,Caffè Latte laktosefrei,opus
7610900198344,Swiss Müesli - Classic,Bircher Müesli,opus
7610900198924,Caramel,Caffè Latte Caramel,opus
7611100053112,Knorritsch: Hafer-Flöckli,Haferflocken,opus
7611654638476,Knuspermüesli Nature,Knuspermüesli,opus
7611654780403,Reibkäsemischung,Reibkäse laktosefrei,opus
7611700004217,Toastkäse,Schmelzkäse,opus
7612100002674,Caotina Trinkschokolade,Trinkschokolade,opus
7612300010165,Butter,Butter,opus
7612300011223,Vorzugsbutter,Butter,opus
7612300012732,Halbrahm,Halbrahm,opus
7613030863656,Maple Walnut,Glace Maple Walnut,opus
7613030864004,Stracciatella,Glace Stracciatella,opus
7613030871811,Glace Vanille,Glace Vanille,opus
7613031085293,Cranberry,Milchschokolade Cranberry,opus
7613031517817,NESTLE FITNESS JOGHURT Cerealien,Frühstückscerealien Joghurt,opus
7613031570126,Nesquik DUO,Schokocerealien,opus
7613031572069,Yes Cacao,Schokoriegel,opus
7613031702886,Findus Julienne Schlemmerfilet mit Gemüsestreifen,Fischfilet mit Gemüse tiefgekühlt,opus
7613032233747,Double Crème de la Gruyère & meringues - Rahmeis mit Greyerzer Doppelrahm (13%) und Meringuestückchen mit weissen Schokoladenüberzug (5%) und Caramelsauce (4%),Glace Double Crème Meringue,opus
7613032396350,Dolce Gusto CORTADO ESPRESSO MACCHIATO,Kaffeekapseln Cortado,opus
7613032569532,Nescafé Typ Cappuccino,Cappuccino Instant,opus
7613032625474,Lion,Schokoriegel,opus
7613034831712,Caro Landkaffee,Getreidekaffee koffeinfrei,opus
7613035040823,Chocolat Noir Pour Préparations Pâtissière,Zartbitterschokolade,opus
7613035400818,Glutenfree Kuchenteig,Kuchenteig glutenfrei laktosefrei,opus
7613035897427,Gebratene Nudeln Ente,Asia-Nudeln Ente,opus
7613035898646,Chocolat Noir Corsé,Zartbitterschokolade,opus
7613196009783,Pfirsich-Maracuja,Fruchtjoghurt Pfirsich-Maracuja,opus
7613269021711,Speckwürfeli,Speckwürfel,opus
7613269162179,Quinoa rouge,Quinoa rot,opus
7613269195337,schoggi Taffele,Milchschokolade Haselnuss,opus
7613269195566,Koch-Schokolade,Zartbitterschokolade,opus
7613269203117,Kapern,Kapern,opus
7613269259534,Gemüsespätzli,Gemüsespätzli,opus
7613269269410,"Cranberries gezuckerter , getrocknet",Cranberries getrocknet gezuckert,opus
7613269274001,Reisdrink,Reisdrink,opus
7613269303114,Gewürzgurken,Gewürzgurken,opus
7613269317319,Grüne Linsen getrocknet,Linsen grün,opus
7613269341772,Forellenfilets,Forellenfilet geräuchert,opus
7613269357803,Artischockenherzen,Artischockenherzen,opus
7613269392132,Tortellini Fiori ricotta e spinaci,Tortellini Ricotta Spinat,opus
7613269508052,Best of Dim Sum with shrimps & vegetables,Dim Sum Garnele Gemüse,opus
7613269780212,Drink UHT,Milch UHT,opus
7613269878919,"Skyr Icelandic Style, Mango-Passionsfrucht",Skyr Mango-Passionsfrucht,opus
7613269879398,Skyr Vanille,Skyr Vanille,opus
7613312014011,Bolognese,Pastasauce Bolognese,opus
7613312022818,Bio Walnusskerne,Walnusskerne,opus
7613312028278,Sardellen,Sardellenfilets in Öl,opus
7613312044094,Hafervollkornflocken fein,Haferflocken fein,opus
7613312052259,Orangensaft,Orangensaft,opus
7613312064092,Kichererbsen getrocknet,Kichererbsen getrocknet,opus
7613312115138,Hanfsamen geschält,Hanfsamen geschält,opus
7613312115152,Flohsamenschalen,Flohsamenschalen,opus
7613312143452,Haselnüsse,Haselnüsse,opus
7613331211736,Glace: Vanille Bourbon,Glace Vanille,opus
7613331260383,Joghurt à la Grecque,Joghurt griechisch,opus
7613331269140,Mango,Mango getrocknet,opus
7613331335982,Studentenfutter,Studentenfutter bio,opus
7613331621337,Oliven schwarz,Oliven schwarz entsteint,opus
7613331817914,"Vanille Joghurt, stichfest",Joghurt Vanille,opus
7613356047501,Orangensaft Qualité & Prix fruchtanteil,Orangensaft,opus
7613379084712,Mega Burger Sesame,Hamburgerbrötchen mit Sesam,opus
7613379512239,Ciabatta Italiana,Ciabatta,opus
7613379932211,Haferflocken,Haferflocken bio glutenfrei,opus
7613404027929,Trutenbrust hauchdünn,Putenbrust Aufschnitt,opus
7614200011648,Ravioli,Ravioli Fleisch,opus
7614500010310,Toblerone Weiß,Weisse Schokolade mit Mandeln,opus
7614800030032,Mini-Twist Blätterteiggebäck mit Butter,Blätterteiggebäck mit Butter,opus
7616500012509,"TOURIST – Milchschokolade mit Weinbeeren,  Haselnüssen und Mandeln",Milchschokolade mit Rosinen und Nüssen,opus
7616600590105,Crème Fraîche - Nature,Crème fraîche,opus
7616700004236,Pastetli,Pastetli Blätterteig,opus
7616700007633,Chäs-Chüechli,Käsekuchen Blätterteig,opus
7616800204086,Ice Tea Zitrone,Eistee Zitrone,opus
7616800250106,Tomatenpüree,Tomatenmark,opus
7616800430324,Kartoffelstock,Kartoffelstock,opus
7616800460147,Berner Rösti,Rösti mit Speck,opus
7616800650562,Crème Sandwich,Sandwichcreme,opus
7616800650579,Leberpastete,Leberpastete,opus
7616800700335,Pastetenfüllung mit Champignon und Fleisch,Pastetenfüllung Pilze und Fleisch,opus
7616800705057,Ravioli Napoletana klein,Ravioli Fleisch,opus
7616800705101,Ravioli Napoletana,Ravioli Fleisch,opus
7616800705156,Eierteigwaren mit Fleischfüllung an Tomatensauce,Ravioli Fleisch,opus
7616800800165,Linsen mit Speck,Linsen mit Speck,opus
7616800800189,Linsen,Linsen,opus
7617027000642,Maisstärke Maizena,Maisstärke,opus
7617027015011,Weissmehl,Weissmehl,opus
7617027068536,Linsen Gelb,Linsen gelb,opus
7617027159074,Kochbutter Kopie,Kochbutter,opus
7617027582421,Cafe De Paris Butter,Kräuterbutter,opus
7617027846998,Mangoschnitze getrocknet,Mango getrocknet,opus
7617027870351,"Krabistäbchen, Surimistäbchen",Surimi Stäbchen,opus
7617027948777,"SPECKWÜRFELI, geräuchert",Speckwürfel geräuchert,opus
7617027962728,Vorder-Schinkenwürfeli,Schinkenwürfel,opus
7617067016764,Parmigiano Reggiano | gerieben,Parmesan gerieben,opus
7617100214355,Kalbs Cipollata,Kalbsbratwurst,opus
7617400033342,Zwieback Vollkorn,Zwieback Vollkorn,opus
7617400034967,Güetzi divers,Butterkekse,opus
7617400035070,Blevita stange bio classic,Cracker Stangen bio,opus
7617400035254,Avec épeautre,Dinkelkekse,opus
7617400036039,Bretzeli No.17,Bretzeli Butter,opus
7617500014203,Medium,Mineralwasser medium,opus
7622210007476,Alpenmilch Schokolade Tuc,Milchschokolade mit Cracker,opus
7622210100917,Choco Pause,Schokoladenkekse gefüllt,opus
7622210230416,Philadelphia Laktosefreï,Frischkäse laktosefrei,opus
7622210641434,Tuc Cracker Sour Cream & Onion,Cracker Sour Cream Zwiebel,opus
7622210678041,Daim XXL,Schokoriegel Karamell,opus
7622210998477,Tuc Sweet Chili Flavour,Cracker Sweet Chili,opus
7622300107949,Toblerone Fruit & Nut 100g,Milchschokolade mit Rosinen und Mandeln,opus
7622300185015,Daim,Schokolade Mandelkaramell,opus
7622300318123,Philadelphia Kräuter Balance,Frischkäse Kräuter,opus
7622300318161,Philadelphia Kräuter Leicht,Frischkäse Kräuter leicht,opus
7622300318222,Philadelphia Meerrettich,Frischkäse Meerrettich,opus
7622300318468,Feta & Gurke,Frischkäse Feta Gurke,opus
7622300318956,Staufer Liptauer,Frischkäse Liptauer,opus
7622300441937,Philadelphia Original,Frischkäse,opus
7622300568160,Philadelphia - Gegrillte Paprika,Frischkäse Paprika,opus
7622400896170,Balance,Frischkäse leicht,opus
7640101091052,Bio-Mascarpone,Mascarpone bio,opus
7640101091243,Bio-Mozzarella,Mozzarella bio,opus
7640101092547,Züger Bio-Cottage Cheese 7640101092547 Frischkäse aus pasteurisierter Milch . Viertelfettstufe,Hüttenkäse bio,opus
7640102313306,Sweet potato tortilla chips mit chia karma,Tortillachips Süßkartoffel,opus
7640104959557,Bio-Babykeks Dinkel,Babykeks Dinkel bio,opus
7640145770395,Lattesso Macchiato,Caffè Macchiato,opus
7791875005353,Dulce de Leche,Dulce de Leche,opus
8000040000802,Bitter - Campari Bitter,Bitter Likör,opus
8000050025611,"Tigullio gran pesto Ricotta, Tartufo e pepe nero",Pesto Ricotta Trüffel,opus
8000050109007,Passata di pomodori,Passata,opus
8000050506301,Il mio gran ragù classico,Ragù alla Bolognese,opus
8000070038868,Kaffee,Kaffee gemahlen,opus
8000139000355,Rigatoni,Rigatoni,opus
8000139004636,Fusilli,Fusilli,opus
8000139007071,Penne Ziti Rigate,Penne Rigate,opus
8000139910159,Linguine Garo Falo der Gragnano-Teig,Linguine,opus
8000139924040,Fusillone,Fusilloni,opus
8000270011319,Farfalle,Farfalle,opus
8000320010026,Pelati Geschälte Tomaten,Tomaten geschält,opus
8000320010095,Passata Verace (Passierte Tomaten),Passata,opus
8000320387975,Tomaten geschält Kirschtomaten,Kirschtomaten geschält,opus
8000320990113,Tomaten passiert,Passata,opus
8000430132014,Mozzarella Block,Mozzarella,opus
8000430133172,Mozzarella mit Büffelmilch Mini,Mozzarella Büffel mini,opus
8000430137019,Mozzarella Light,Mozzarella light,opus
8000430137866,Mozzarella Spezielle Pizza-Küche,Mozzarella gerieben,opus
8000430171013,Mascarpone,Mascarpone,opus
8000430900231,Mozzarella di latte di Bufala,Büffelmozzarella,opus
8000500247167,Ferrero Collection,Pralinen Mischung,opus
8000500273555,Hanuta 2x,Haselnussschnitte,opus
8000500276877,Country,Schokoriegel Milch Getreide,opus
8000795011122,Mineralwasser ohne CO2,Mineralwasser still,opus
8000795013126,Mineralwasser mit CO2,Mineralwasser sprudelnd,opus
8000920200087,Viennetta Schokolade,Eis Schokolade,opus
8001060000933,Caviar de Tomates A Lail,Tomatensauce Knoblauch,opus
8001060001848,Pesto alla genovese,Pesto alla genovese,opus
8001070057507,Simmenthal,Rindfleisch in Gelee,opus
8001200027967,Lasagne Spinaci,Lasagneblätter Spinat,opus
8001230000787,Parmigiano reggiano,Parmigiano Reggiano gerieben,opus
8001230001494,Ferrari Grana Padano Gerieben,Grana Padano gerieben,opus
8001250120076,Linguine,Linguine,opus
8001250120113,Spaghettini No. 11,Spaghettini,opus
8001250120120,Spaghetti,Spaghetti,opus
8001250120151,Bucatini n° 15,Bucatini,opus
8001250120236,Tortiglioni,Tortiglioni,opus
8001250120342,Fusilli No. 34,Fusilli,opus
8001250120410,Penne Rigate nº 41,Penne rigate,opus
8001250120915,"Orecchiette, Nudeln",Orecchiette,opus
8001250219169,Sugo alla Napoletana,Tomatensauce Napoletana,opus
8001250310071,Linguine n°7 integrali,Linguine Vollkorn,opus
8001250310415,Nudeln  Penne Rigate n°41,Penne rigate Vollkorn,opus
8001420002782,Gallo Rustico Nero Schwarzer Vollkornreis,Vollkornreis schwarz,opus
8001420003178,Risotto Reis,Risottoreis,opus
8001420003413,Risotto Carnaroli,Risottoreis Carnaroli,opus
8001440001383,Borlotti Bohnen,Borlottibohnen Dose,opus
8001440119576,Tomaten Stücke  BIO/ CIRIO,Tomatenstücke Dose bio,opus
8001440120152,Passata Passierte Tomaten,Passata,opus
8001590640258,Philadelphia original,Frischkäse,opus
8001665705356,Tortellini Roher Schinken,Tortellini Schinken,opus
8002004066145,Pecorino,Pecorino gerieben,opus
8002210115699,Olivenöl,Olivenöl nativ extra,opus
8002270516597,Mineralwasser San Pellegrino,Mineralwasser mit Kohlensäure,opus
8002470441996,Huile Extra Vierge d'olive,Olivenöl nativ extra,opus
8002510014005,gehackte Dosentomaten,Tomaten gehackt Dose,opus
8002580026236,Saft Birne,Birnennektar,opus
8002626001319,Stracciatella di burrata,Stracciatella di Burrata,opus
8002670004205,Mozzarella,Mozzarella,opus
8003170018457,Ricotta Conad,Ricotta,opus
8003490042804,Grissini,Grissini,opus
8003490044785,Piadina 3 Stück,Piadina,opus
8003710075018,Olio Extra Vergine di Oliva L'Originale,Olivenöl nativ extra,opus
8003753900438,"Illy Classico 100% Arabica, 250g",Kaffee gemahlen Arabica,opus
8003753915050,Moka Medium Roast,Kaffee gemahlen,opus
8004030022010,"Insalatissime thunfisch mit erbsen, karotten, oliven",Thunfischsalat,opus
8004030026018,"Rio mare salatuna mexico style with red beans, corn and peppers",Thunfischsalat,opus
8004030081024,Per pasta,Thunfisch Dose,opus
8004030352612,Insalatissime Messicana e Tonno 160g x 2,Thunfischsalat,opus
8004030381681,Thunfisch Öl,Thunfisch in Olivenöl,opus
8004030546004,Pate Rustico Tonno e Olive,Thunfischpastete,opus
8004030840003,Insalatissime toscana e tonno,Thunfischsalat,opus
8004030860001,Insalatissime Cous Cous e Tonno,Thunfischsalat Couscous,opus
8004690051573,Spaghetti N°15,Spaghetti,opus
8004690052044,Penne rigate,Penne rigate,opus
8004690129166,Orecchiette Pugliesi,Orecchiette,opus
8004690612804,Fusilli No. 28 Le Integrali,Fusilli Vollkorn,opus
8004690616604,Farfalle rigate n°66 (Le Integrali),Farfalle Vollkorn,opus
8005110060083,Tomaten Pomodoro San Marzano Dell'Agro Sarnese-Nocerino D.O.P.,Tomaten geschält Dose,opus
8005110170300,Polpa Feinstes Tomatenfruchtfleisch,Tomatenfruchtfleisch Dose,opus
8005110170461,Tomaten Fruchtfleisch mit Knobi,Tomatenfruchtfleisch Dose Knoblauch,opus
8005110200007,Tomatenmark,Tomatenmark,opus
8005110413520,"Tomaten, Stücke",Tomatenstücke Dose bio,opus
8005110413544,Geschälte Tomaten,Tomaten geschält Dose bio,opus
8005110550553,POMODORO DATTERINI,Datterini Tomaten Dose,opus
8005110630408,Passata 400g Mutti,Passata,opus
8005120210294,Dörrfrüchte Dattel,Datteln getrocknet,opus
8005121000085,Spaghetti,Spaghetti,opus
8005121000146,Linguine 14,Linguine,opus
8005121000405,Fusilli 40,Fusilli,opus
8005121000535,Gomiti,Gomiti,opus
8005121210101,Passata di pomodori,Passata,opus
8005121214413,Grortoli,Kekse Schokostückchen,opus
8005153004327,Mortadella,Mortadella,opus
8005153004624,Salame Rustico,Salami,opus
8005153004914,Pancetta Copatta,Pancetta,opus
8005510005950,Classico Olivenöl Extra Vergine,Olivenöl nativ extra,opus
8005734100059,Premium Sushi Rice,Sushireis,opus
8006040277374,Pflanzlich Haselnüsse und Kakao,Nuss-Nougat-Creme vegan,opus
8006207000098,Parmesan,Parmesan gerieben,opus
8006680051457,Penne Rigate,Penne Vollkorn bio,opus
8006890681543,Non Filtrata (5%),Bier,opus
8007153008060,Olivenöl,Olivenöl nativ extra,opus
8008343200059,Spaghetti grossi - No. 5,Spaghetti,opus
8008343200134,Linguine Nr.: 13,Linguine,opus
8008343200424,Conchiglie Rigate N° 42,Conchiglie,opus
8008343200486,Fusilli No 48,Fusilli,opus
8008343200516,Nudeln,Rigatoni,opus
8008343200660,Penne Rigate No 66,Penne,opus
8008343201735,Lasagne All'Uovo No 173,Lasagneblätter,opus
8008343700665,Bio Integrale Penne Rigate n° 66,Penne Vollkorn bio,opus
8008343880480,Fusilli n°48 Senza Glutine,Fusilli glutenfrei,opus
8008698001325,Orangino,Kekse glutenfrei,opus
8008698002209,Knusperbrot,Röstbrötchen glutenfrei,opus
8008698002223,Corn Flakes,Cornflakes glutenfrei,opus
8008698004630,Doppelkeks,Doppelkeks glutenfrei,opus
8008698004708,Noccioli,Kekse Haselnuss glutenfrei,opus
8008698004838,"Mehl glutenfrei, Brot-Mix",Brotbackmischung glutenfrei,opus
8008698005491,Choco Chip Cookies,Cookies Schokostückchen glutenfrei,opus
8008698010259,Ciabatta,Ciabatta glutenfrei,opus
8008698011294,Knusperbrot Dunkel,Knäckebrot glutenfrei,opus
8008698026090,Pizza Margherita (Lactose Free),Pizza Margherita glutenfrei,opus
8008698032114,Spekulatius,Spekulatius glutenfrei,opus
8008714000899,Eldorada con olio di oliva,Kartoffelchips,opus
8009113015200,Olio extra vergine di oliva san giovanni litro,Olivenöl nativ extra,opus
8009580012986,pizzoccheri,Pizzoccheri,opus
8009915008714,Lasagne gluten-free,Lasagneblätter glutenfrei,opus
8010721002216,Parmigiano Reggiano 30 Mois D. o. p,Parmigiano Reggiano,opus
8013355999501,Ringo - Vaniglia,Kekse Vanille,opus
8017596011466,Puertosol 100% succo tropicale,Mehrfruchtsaft,opus
8017596014832,Kichererbsen,Kichererbsen Konserve,opus
8018759000341,Verde Pesto,Pesto grün,opus
8028257010377,Antipasto Tradizionale,Antipasto Aufschnitt,opus
8053017190082,Butter Margarin,Margarine,opus
8076800105032,Nudeln Spaghettini N.3,Spaghettini,opus
8076800105735,Penne Rigate (Nudeln),Penne,opus
8076800195057,Spaghetti No. 5,Spaghetti,opus
8076800315103,Maccheroncini Nr. 10,Maccheroncini,opus
8076800315479,Ditalini Rigati N°47,Pasta Ditalini,opus
8076802085837,Tortiglioni,Pasta Tortiglioni,opus
8076802085912,Pipe Rigate,Pasta Pipe Rigate,opus
8076808070882,Cannelloni Nr. 88,Pasta Cannelloni,opus
8076808140325,Coquillettes,Pasta Coquillettes,opus
8076808150072,Spaghettoni n.7 Nudeln,Pasta Spaghettoni,opus
8076808890015,Tortellini Emiliani Schinken und Käse,Tortellini Schinken Käse,opus
8076809504720,Mulino Bianco - Panbauletto Bianco (400 GR),Toastbrot,opus
8076809513395,POMODORO E DATTERINI,Tomatensauce Datterini,opus
8076809513654,Base per Bolognese,Tomatensauce Bolognese,opus
8076809513746,Pesto Genovese,Pesto Genovese,opus
8076809513753,Grünes Pesto alla Genovese,Pesto Genovese,opus
8076809514422,Pasta - Maccheroni kurz N° 44,Pasta Maccheroni,opus
8076809514439,Pâtes coquillettes 1kg,Pasta Coquillettes,opus
8076809517751,Pesto Alla Calabrese,Pesto Calabrese,opus
8076809519977,Orecchiette -&gt; Nudeln,Pasta Orecchiette,opus
8076809523509,Linguine No. 13,Pasta Linguine,opus
8076809523714,Barilla Collezione,Pasta Tagliatelle,opus
8076809523738,Lasagne Platten,Pasta Lasagneplatten,opus
8076809525220,Amatriciana,Pastasauce Amatriciana,opus
8076809529433,Penne Rigate Integrale,Pasta Penne Vollkorn,opus
8076809535755,Tomato basil sauce,Tomatensauce Basilikum,opus
8076809537711,Trofie,Pasta Trofie,opus
8076809542548,Girotondi con Granelli di Zucchero di Canna,Mürbeteigkekse,opus
8076809545457,Penne Rigate,Pasta Penne glutenfrei,opus
8076810500759,Il Fusillo Bucato Nr. 145 Voiello,Pasta Fusilli,opus
8410060282100,Spanischer Serrano Schinken (10 extra dünne Scheiben),Serrano Schinken,opus
8410076420039,Guacamole for dipping,Guacamole,opus
8410076481597,Tortilla Nachips,Tortilla Chips,opus
8410076481757,Tortilla chips,Tortilla Chips,opus
8410100093314,Le lait concentré sucré,Kondensmilch gezuckert,opus
8410376042498,Vollkornkekse zuckerfrei,Vollkornkekse zuckerfrei,opus
8410376049053,Choco Chips Bio Organic,Schoko Cookies,opus
8410843003717,Sobrasada ibérico,Sobrasada,opus
8410843116578,Chorizo - Pikant,Chorizo pikant,opus
8411320801055,Sardinas a la antigua,Sardinen in Olivenöl,opus
8413567021050,свёкла,Rote Bete gekocht,opus
8413567031042,Maiskolben Zuckermais gekocht,Maiskolben,opus
8413567031547,Maiskolben gekocht,Maiskolben bio,opus
8414445101239,Honig Miel de caña,Zuckerrohrsirup,opus
8420695004015,Maiskolben,Maiskolben,opus
8421610028703,Burger meat pollo pavo,Hackfleisch Geflügel,opus
8423207207461,Tortitas de maíz sabor olivas y cebollino,Maiswaffeln Oliven,opus
8425206000081,Márdel Clásico Dulce de Leche-Aufstrich,Dulce de Leche,opus
8428532230047,Bio Mandelsahne,Mandelsahne bio,opus
8428532230115,конопена напитка без захар 0115,Hanfdrink ungesüßt,opus
8431876012347,Peperoni Poivrons de Piquillo en lanières,Piquillo Paprika,opus
8437001476268,Wakame,Wakame getrocknet,opus
8480000166166,Champiñones laminados en conserva,Champignons in Konserve,opus
8480000171283,Tomate Frito,Tomate frito,opus
8480000180186,Atún claro al natural,Thunfisch in Wasser,opus
8480000188175,Salmón al natural,Lachs Konserve,opus
8501110080255,Rum hell Havana Club - 3 Jahre,Rum weiß,opus
8501110080927,Havana Club Añejo Especial,Rum braun,opus
8594404005096,Kozel,Bier,opus
8606108584163,Noodles Chicken Flavor,Instantnudeln Huhn,opus
8690777206051,Auberginenpüree geröstet,Auberginenpüree geröstet,opus
8710411045263,Erdnusspaste,Erdnussmus,opus
8710445016963,Doppelkekse,Doppelkekse Kakaocreme,opus
8710573626096,La Vida Vegan Schokoladencreme,Schokoladencreme vegan,opus
8710605096170,Kokosnussmilch,Kokosmilch,opus
8710912064725,Vegetarische Gouda Schnitzel,Käseschnitzel vegetarisch,opus
8710912064749,Schnitzel,Käseschnitzel vegetarisch,opus
8711000500583,Tassimo Milka,Kakaokapseln Tassimo,opus
8711100080060,"Maisstärke, für Saucen und Gebäck",Maisstärke,opus
8711427001137,Kwetters Eierhof  - Bio frische Eier aus kontrolliert ökologischer Erzeugung,Eier bio,opus
8711468044087,Hummus Trio,Hummus,opus
8712100338694,Fleur de Maïs,Maisstärke,opus
8712100456091,Schokoladen Traum,Schokoladeneis,opus
8712100795497,Saucen Fix,Saucenfix Bolognese,opus
8712100849084,Double Caramel,Magnumeis Karamell,opus
8712429350209,demae ramen,Instantnudelsuppe Rind,opus
8712429361502,Nissin Yakisoba,Yakisoba Instantnudeln,opus
8712566109067,Mini Cornichons Petits Croquants,Cornichons,opus
8712566332090,Suppenliebe Buchstaben Suppe,Buchstabensuppe,opus
8713108000644,Yakult,Joghurtdrink,opus
8713576100204,Crunchy Peanut,Erdnussmus crunchy,opus
8713576282542,Brown Ricenoodles mit Wakame,Reisnudeln Wakame,opus
8715035110809,Soyasauce,Sojasauce,opus
8715035130104,Sojasoße salzreduziert,Sojasauce salzreduziert,opus
8715035150300,Kikkoman Sojasauce glutenfrei,Sojasauce glutenfrei,opus
8715700115801,Knoblauch Sauce,Knoblauchsauce,opus
8715700421957,Lecker mayonnaise,Mayonnaise,opus
8715700423869,Tomato Ketchup Light,Tomatenketchup zuckerreduziert,opus
8717496900142,Kichererbsen,Kichererbsen bio,opus
8717677861064,Sauce chili pour rouleaux de printemps 700ml,Chilisauce süß,opus
8718114824468,Fix Rahm-Champignons,Saucenfix Rahmchampignons,opus
8718612000630,Pomegranate Green Tea,Eistee Granatapfel,opus
8718612002061,Blueberry White Tea,Eistee Blaubeere,opus
