llm_name,taxonomy_id,category
Gemüseaufstrich Süßkartoffel,gemueseaufstrich,fruehstueck-aufstrich
Gemüseaufstrich Süßkartoffel Walnuss,gemueseaufstrich,fruehstueck-aufstrich
Gemüseaufstrich Tomate Paprika,tomatenaufstrich,fruehstueck-aufstrich
Gemüsepastete vegan,vegane-streichcreme,fruehstueck-aufstrich
Gemüsestreichcreme,gemueseaufstrich,fruehstueck-aufstrich
Getreidebrei Hafer,fruehstuecksbrei,fruehstueck-aufstrich
Getreideflocken,haferflocken-getreideflocken,fruehstueck-aufstrich
Getreideflocken Bio,haferflocken-getreideflocken,fruehstueck-aufstrich
Getränkesirup Cola,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Ginger Ale,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Himbeere,himbeersirup,fruehstueck-aufstrich
Getränkesirup Holunderblüte,holunderbluetensirup,fruehstueck-aufstrich
Getränkesirup Orange,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Orange isotonisch,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Orange zuckerfrei,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Rhabarber,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Zitrone-Limette,sirup-dicksaft,fruehstueck-aufstrich
Getränkesirup Zitronenlimonade zuckerfrei,sirup-dicksaft,fruehstueck-aufstrich
Granola,knuspermuesli,fruehstueck-aufstrich
Granola Beere,fruechtemuesli,fruehstueck-aufstrich
Granola Beeren,fruechtemuesli,fruehstueck-aufstrich
Granola Blaubeere Vanille,fruechtemuesli,fruehstueck-aufstrich
Granola Erdnuss Kakao,schokomuesli,fruehstueck-aufstrich
Granola Kerne Saaten,knuspermuesli,fruehstueck-aufstrich
Granola Kokos Mandel,nussmuesli,fruehstueck-aufstrich
Granola Mango Kokos,fruechtemuesli,fruehstueck-aufstrich
Granola Schoko,schokomuesli,fruehstueck-aufstrich
Granola Schoko Beere,schokomuesli,fruehstueck-aufstrich
Granola Schoko Kokos,schokomuesli,fruehstueck-aufstrich
Granola proteinreich,knuspermuesli,fruehstueck-aufstrich
Grapefruitsirup,sirup-dicksaft,fruehstueck-aufstrich
Grenadine-Sirup,sirup-dicksaft,fruehstueck-aufstrich
Grenadinesirup,sirup-dicksaft,fruehstueck-aufstrich
Guacamole,guacamole,fruehstueck-aufstrich
Guacamole mild,guacamole,fruehstueck-aufstrich
Guacamole scharf,guacamole,fruehstueck-aufstrich
Götterspeise Erdbeere,konfituere-marmelade-gelee,fruehstueck-aufstrich
Götterspeise Himbeer,konfituere-marmelade-gelee,fruehstueck-aufstrich
Hafer-Crunchy,knuspermuesli,fruehstueck-aufstrich
Hafer-Crunchy Schokolade,schokomuesli,fruehstueck-aufstrich
Hafer-Crunchy Waldbeeren,fruechtemuesli,fruehstueck-aufstrich
Hafer-Crunchy zartbitter,schokomuesli,fruehstueck-aufstrich
Haferaufstrich Gurke Knoblauch,herzhafte-brotaufstriche,fruehstueck-aufstrich
Haferbrei,porridge,fruehstueck-aufstrich
Haferbrei Apfel-Zimt,porridge,fruehstueck-aufstrich
Haferflocken,haferflocken,fruehstueck-aufstrich
Haferflocken Feinblatt,haferflocken,fruehstueck-aufstrich
Haferflocken Großblatt,haferflocken,fruehstueck-aufstrich
Haferflocken Kleinblatt,haferflocken,fruehstueck-aufstrich
Haferflocken Porridge,haferflocken,fruehstueck-aufstrich
Haferflocken Schmelzflocken,haferflocken,fruehstueck-aufstrich
Haferflocken Vollkorn,haferflocken,fruehstueck-aufstrich
Haferflocken Vollkorn Kleinblatt,haferflocken,fruehstueck-aufstrich
Haferflocken Vollkorn grob,haferflocken,fruehstueck-aufstrich
Haferflocken bio glutenfrei,haferflocken,fruehstueck-aufstrich
Haferflocken fein,haferflocken,fruehstueck-aufstrich
Haferflocken glutenfrei,haferflocken,fruehstueck-aufstrich
Kokosaufstrich Vanille,suesse-brotaufstriche,fruehstueck-aufstrich
Kokoscreme proteinreich,suesse-brotaufstriche,fruehstueck-aufstrich
Kokosmus,nussmus-saatenmus,fruehstueck-aufstrich
Konfitüre Aprikose,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Erdbeer-Rhabarber,erdbeerkonfituere,fruehstueck-aufstrich
Konfitüre Erdbeer-Vanille,erdbeerkonfituere,fruehstueck-aufstrich
Konfitüre Erdbeere,erdbeerkonfituere,fruehstueck-aufstrich
Konfitüre Himbeer,himbeerkonfituere,fruehstueck-aufstrich
Konfitüre Himbeere,himbeerkonfituere,fruehstueck-aufstrich
Konfitüre Johannisbeere,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Limette,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Mango-Marille,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Pfirsich Maracuja,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Sauerkirsche,sauerkirschkonfituere,fruehstueck-aufstrich
Konfitüre Schwarze Früchte,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Schwarzkirsche,sauerkirschkonfituere,fruehstueck-aufstrich
Konfitüre Waldfrucht,konfituere-marmelade-gelee,fruehstueck-aufstrich
Konfitüre Wildbeere,konfituere-marmelade-gelee,fruehstueck-aufstrich
Körniger Frischkäse vegan,frischkaese,fruehstueck-aufstrich
Kürbiskernmus,nussmus-saatenmus,fruehstueck-aufstrich
Lavendelhonig,bluetenhonig,fruehstueck-aufstrich
Leberwurst vegan,vegane-leberwurst,fruehstueck-aufstrich
Leberwurst vegan Apfel Zwiebel,vegane-leberwurst,fruehstueck-aufstrich
Leberwurst vegan Schnittlauch,vegane-leberwurst,fruehstueck-aufstrich
Lemon Curd,konfituere-marmelade-gelee,fruehstueck-aufstrich
Lemon Curd vegan,konfituere-marmelade-gelee,fruehstueck-aufstrich
Lindenhonig,bluetenhonig,fruehstueck-aufstrich
Linsenaufstrich,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich Balsamico,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich Chili,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich Curry,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich Kräuter,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich italienische Kräuter,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich mediterran,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich orientalisch,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich vegan,linsenaufstrich,fruehstueck-aufstrich
Linsenaufstrich vegan bio,linsenaufstrich,fruehstueck-aufstrich
Lupinenaufstrich,herzhafte-brotaufstriche,fruehstueck-aufstrich
Macadamiamus,nussmus-saatenmus,fruehstueck-aufstrich
Maismehl,haferflocken-getreideflocken,fruehstueck-aufstrich
Mandel-Kokosmus,mandelmus,fruehstueck-aufstrich
Mandel-Schokocreme,suesse-brotaufstriche,fruehstueck-aufstrich
Mandelcreme,suesse-brotaufstriche,fruehstueck-aufstrich
Mandelmus,mandelmus,fruehstueck-aufstrich
Mandelmus bio,mandelmus,fruehstueck-aufstrich
Mandelmus braun,mandelmus,fruehstueck-aufstrich
Mandelmus weiß,mandelmus,fruehstueck-aufstrich
Mango-Fruchtaufstrich,konfituere-marmelade-gelee,fruehstueck-aufstrich
Manuka-Honig,honig,fruehstueck-aufstrich
Margarine,pflanzenmargarine,fruehstueck-aufstrich
Margarine Buttergeschmack,pflanzenmargarine,fruehstueck-aufstrich
Margarine Raps,pflanzenmargarine,fruehstueck-aufstrich
Margarine Sonnenblume,sonnenblumenmargarine,fruehstueck-aufstrich
Margarine cholesterinsenkend,pflanzenmargarine,fruehstueck-aufstrich
Margarine fettreduziert,pflanzenmargarine,fruehstueck-aufstrich
Margarine mit Butter,halbfett-mischstreichfett,fruehstueck-aufstrich
Margarine pflanzlich,pflanzenmargarine,fruehstueck-aufstrich
Margarine ungesalzen,pflanzenmargarine,fruehstueck-aufstrich
Margarine vegan,pflanzenmargarine,fruehstueck-aufstrich
Margarine zum Backen,pflanzenmargarine,fruehstueck-aufstrich
Marillenkonfitüre,konfituere-marmelade-gelee,fruehstueck-aufstrich
Marmelade Aprikose,konfituere-marmelade-gelee,fruehstueck-aufstrich
Marmelade Erdbeere,erdbeerkonfituere,fruehstueck-aufstrich
Marmelade Himbeere,himbeerkonfituere,fruehstueck-aufstrich
Marmelade Waldfrucht,konfituere-marmelade-gelee,fruehstueck-aufstrich
Marmelade zuckerreduziert,konfituere-marmelade-gelee,fruehstueck-aufstrich
Maronencreme,maronencreme,fruehstueck-aufstrich
Maronenkonfekt,maronencreme,fruehstueck-aufstrich
Marshmallow Creme,suesse-brotaufstriche,fruehstueck-aufstrich
Meerrettich,herzhafte-brotaufstriche,fruehstueck-aufstrich
Mehrkornflocken,mehrkornflocken,fruehstueck-aufstrich
Mehrkornflocken kernig,mehrkornflocken,fruehstueck-aufstrich
Mehrkornmüsli,basismuesli,fruehstueck-aufstrich
Melasse,sirup-dicksaft,fruehstueck-aufstrich
Minzsirup,sirup-dicksaft,fruehstueck-aufstrich
Mischstreichfett,halbfett-mischstreichfett,fruehstueck-aufstrich
Mischstreichfett gesalzen,halbfett-mischstreichfett,fruehstueck-aufstrich
Muhammara,paprikaaufstrich,fruehstueck-aufstrich
Müesli 5-Korn,basismuesli,fruehstueck-aufstrich
Müesli Apfel Zimt,basismuesli,fruehstueck-aufstrich
Müesli Pecan,nussmuesli,fruehstueck-aufstrich
Müsli,basismuesli,fruehstueck-aufstrich
Müsli Amaranth,basismuesli,fruehstueck-aufstrich
Müsli Amaranth Beeren,fruechtemuesli,fruehstueck-aufstrich
Müsli Amaranth Nuss,nussmuesli,fruehstueck-aufstrich
Müsli Amaranth Schoko,schokomuesli,fruehstueck-aufstrich
Müsli Apfel Mandel,nussmuesli,fruehstueck-aufstrich
Müsli Apfel Zimt bio,fruechtemuesli,fruehstueck-aufstrich
Müsli Apfel-Marille Bio,fruechtemuesli,fruehstueck-aufstrich
Müsli Apfel-Zimt,fruechtemuesli,fruehstueck-aufstrich
Müsli Basis,basismuesli,fruehstueck-aufstrich
Müsli Beere,fruechtemuesli,fruehstueck-aufstrich
Müsli Beere Apfel,fruechtemuesli,fruehstueck-aufstrich
Müsli Beere bio,fruechtemuesli,fruehstueck-aufstrich
Müsli Beeren,fruechtemuesli,fruehstueck-aufstrich
Müsli Beeren Dinkel,fruechtemuesli,fruehstueck-aufstrich
Müsli Beeren Schokolade,fruechtemuesli,fruehstueck-aufstrich
Müsli Beeren-Crunchy,knuspermuesli,fruehstueck-aufstrich
Müsli Beerenmischung,fruechtemuesli,fruehstueck-aufstrich
Müsli Bircher,bircher-muesli,fruehstueck-aufstrich
Müsli Bircher Beere,bircher-muesli,fruehstueck-aufstrich
Müsli Cranberry,fruechtemuesli,fruehstueck-aufstrich
Müsli Crunchy,knuspermuesli,fruehstueck-aufstrich
Müsli Crunchy Beeren,knuspermuesli,fruehstueck-aufstrich
Müsli Crunchy Erdnuss Schoko,knuspermuesli,fruehstueck-aufstrich
Müsli Crunchy Heidelbeere,knuspermuesli,fruehstueck-aufstrich
Müsli Crunchy Kokos Hafer,knuspermuesli,fruehstueck-aufstrich
Müsli Crunchy Schokolade,knuspermuesli,fruehstueck-aufstrich
Müsli Dinkel,basismuesli,fruehstueck-aufstrich
Müsli Dinkel Früchte,fruechtemuesli,fruehstueck-aufstrich
Müsli Dinkel Schokolade bio,schokomuesli,fruehstueck-aufstrich
Müsli Dreikorn,basismuesli,fruehstueck-aufstrich
Müsli Erdbeer,fruechtemuesli,fruehstueck-aufstrich
Müsli Erdbeere,fruechtemuesli,fruehstueck-aufstrich
Müsli Frucht,fruechtemuesli,fruehstueck-aufstrich
Müsli Frucht Vollkorn,fruechtemuesli,fruehstueck-aufstrich
Müsli Früchte,fruechtemuesli,fruehstueck-aufstrich
Müsli Früchte Nüsse,fruechtemuesli,fruehstueck-aufstrich
Müsli Früchte Vollkorn,fruechtemuesli,fruehstueck-aufstrich
Müsli Früchte bio,fruechtemuesli,fruehstueck-aufstrich
Müsli Fünfkorn,basismuesli,fruehstueck-aufstrich
Müsli Granola Frucht,fruechtemuesli,fruehstueck-aufstrich
Müsli Hafer,basismuesli,fruehstueck-aufstrich
Müsli Hafer Crunchy,knuspermuesli,fruehstueck-aufstrich
Müsli Hafer Früchte,fruechtemuesli,fruehstueck-aufstrich
Müsli Hafer Früchte ungesüßt,fruechtemuesli,fruehstueck-aufstrich
Müsli Hafer Protein glutenfrei,basismuesli,fruehstueck-aufstrich
Müsli Hafer ungesüßt,basismuesli,fruehstueck-aufstrich
Müsli Haferkleie,basismuesli,fruehstueck-aufstrich
Müsli Haferknusper,knuspermuesli,fruehstueck-aufstrich
Müsli Heidelbeere,fruechtemuesli,fruehstueck-aufstrich
Müsli Heidelbeere Pecan,fruechtemuesli,fruehstueck-aufstrich
Müsli High Protein,basismuesli,fruehstueck-aufstrich
Müsli Himbeer,fruechtemuesli,fruehstueck-aufstrich
Müsli Honig,honigmuesli,fruehstueck-aufstrich
Müsli Honig Nuss,honigmuesli,fruehstueck-aufstrich
Müsli Honig-Nuss,honigmuesli,fruehstueck-aufstrich
Müsli Karotte Ingwer,basismuesli,fruehstueck-aufstrich
Müsli Knusper Beere Schoko,knuspermuesli,fruehstueck-aufstrich
Müsli Knusper Frucht,knuspermuesli,fruehstueck-aufstrich
Müsli Knusper Honig-Mandel,knuspermuesli,fruehstueck-aufstrich
Müsli Knusper Kokos Kakao,knuspermuesli,fruehstueck-aufstrich
Müsli Knusper Schoko,knuspermuesli,fruehstueck-aufstrich
Müsli Kokos-Marille Bio,fruechtemuesli,fruehstueck-aufstrich
Müsli Mandel,nussmuesli,fruehstueck-aufstrich
Müsli Mango Maracuja,fruechtemuesli,fruehstueck-aufstrich
Müsli Mehrkorn bio,basismuesli,fruehstueck-aufstrich
Müsli Nougat,schokomuesli,fruehstueck-aufstrich
Müsli Nuss,nussmuesli,fruehstueck-aufstrich
Müsli Nuss Saat,nussmuesli,fruehstueck-aufstrich
Müsli Nuss-Schoko,nussmuesli,fruehstueck-aufstrich
Müsli Nüsse,nussmuesli,fruehstueck-aufstrich
Müsli Protein,basismuesli,fruehstueck-aufstrich
Müsli Protein Schoko-Banane,schokomuesli,fruehstueck-aufstrich
Müsli Saaten Nuss,nussmuesli,fruehstueck-aufstrich
Müsli Schoko,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Banane,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Beere,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Crunchy,knuspermuesli,fruehstueck-aufstrich
Müsli Schoko Dinkel,schokomuesli,fruehstueck-aufstrich
Hummus pikant bio,hummus,fruehstueck-aufstrich
Hummus und Guacamole,hummus,fruehstueck-aufstrich
Ingwer Konfitüre,konfituere-marmelade-gelee,fruehstueck-aufstrich
Ingwerkonfitüre,konfituere-marmelade-gelee,fruehstueck-aufstrich
Ingwersirup,sirup-dicksaft,fruehstueck-aufstrich
Joghurtmüsli,muesli,fruehstueck-aufstrich
Johannisbeergelee rot,konfituere-marmelade-gelee,fruehstueck-aufstrich
Johannisbeergelee schwarz,konfituere-marmelade-gelee,fruehstueck-aufstrich
Johannisbeersirup,sirup-dicksaft,fruehstueck-aufstrich
Karamell Brotaufstrich,suesse-brotaufstriche,fruehstueck-aufstrich
Karamellaufstrich gesalzen,suesse-brotaufstriche,fruehstueck-aufstrich
Karamellcreme gesalzen,suesse-brotaufstriche,fruehstueck-aufstrich
Karamellsirup,karamellsirup,fruehstueck-aufstrich
Kaviarpaste,herzhafte-brotaufstriche,fruehstueck-aufstrich
Kichererbsenaufstrich Paprika Chili,hummus,fruehstueck-aufstrich
Kindermüsli,muesli,fruehstueck-aufstrich
Kindermüsli Apfel Erdbeere,fruechtemuesli,fruehstueck-aufstrich
Kirschgrütze,konfituere-marmelade-gelee,fruehstueck-aufstrich
Kirschkonfitüre,sauerkirschkonfituere,fruehstueck-aufstrich
Kirschmarmelade,sauerkirschkonfituere,fruehstueck-aufstrich
Knusper Müsli,knuspermuesli,fruehstueck-aufstrich
Knuspermüesli,knuspermuesli,fruehstueck-aufstrich
Knuspermüesli Apfel,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Amaranth,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Amaranth Beere,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Amaranth Nuss,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Amaranth Schoko,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Apfel Honig,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Apfel Zimt,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Aprikose Kürbiskern,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Beere,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Beeren,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Cranberry Kürbiskern,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Dinkel,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Erdbeer weiße Schokolade,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Erdnussbutter,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Flakes Mandel,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Frucht,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Frucht zuckerreduziert,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Hafer,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Heidelbeer Joghurt,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Himbeere,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Himbeere Schokolade,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Himbeere weiße Schokolade,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli Honig,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Honig Nuss,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Honig-Nuss,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Joghurt Honig,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Kokos,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Kokos Cashew,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Mandeln Honig,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Nuss,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Nuss Hafer,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Nuss Honig,honigmuesli,fruehstueck-aufstrich
Knuspermüsli Schoko,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Amaranth,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Banane,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Haselnuss,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Karamell,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Keks,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Minze,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Nuss,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Schoko Pistazie,nussmuesli,fruehstueck-aufstrich
Knuspermüsli Schoko zuckerreduziert,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Schokolade,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Superfood,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Vanille,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Vollkorn,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli Zartbitter,schokomuesli,fruehstueck-aufstrich
Knuspermüsli Zimt,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli bio,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli klassisch,knuspermuesli,fruehstueck-aufstrich
Knuspermüsli mit Früchten,fruechtemuesli,fruehstueck-aufstrich
Knuspermüsli zuckerreduziert,knuspermuesli,fruehstueck-aufstrich
Knusperreis Kakao,schoko-cerealien,fruehstueck-aufstrich
Knusperstangen Erdbeere bio,cerealien,fruehstueck-aufstrich
Kokos-Mandel-Mus,mandelmus,fruehstueck-aufstrich
Kokosaufstrich,suesse-brotaufstriche,fruehstueck-aufstrich
Kokosaufstrich Kakao,schokocreme,fruehstueck-aufstrich
Müsli Schoko Erdbeere,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Früchte,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Hafer,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Haselnuss,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Karamell,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Kirsch,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Kokos Beere,schokomuesli,fruehstueck-aufstrich
Müsli Schoko Nuss,schokomuesli,fruehstueck-aufstrich
Müsli Schoko bio,schokomuesli,fruehstueck-aufstrich
Müsli Schoko crunchy,schokomuesli,fruehstueck-aufstrich
Müsli Schoko glutenfrei,schokomuesli,fruehstueck-aufstrich
Müsli Schoko knusprig,schokomuesli,fruehstueck-aufstrich
Müsli Schoko proteinreich,schokomuesli,fruehstueck-aufstrich
Müsli Schoko zuckerreduziert,schokomuesli,fruehstueck-aufstrich
Müsli Schoko-Banane bio,schokomuesli,fruehstueck-aufstrich
Müsli Schokokissen,schokomuesli,fruehstueck-aufstrich
Müsli Schokolade,schokomuesli,fruehstueck-aufstrich
Müsli Schokolade Knusper,schokomuesli,fruehstueck-aufstrich
Müsli Schokolade Nuss,schokomuesli,fruehstueck-aufstrich
Müsli Trauben Nuss,nussmuesli,fruehstueck-aufstrich
Müsli Trauben-Nuss,nussmuesli,fruehstueck-aufstrich
Müsli Urkorn,basismuesli,fruehstueck-aufstrich
Müsli Urkorn Früchte,fruechtemuesli,fruehstueck-aufstrich
Müsli Vollkorn,basismuesli,fruehstueck-aufstrich
Müsli Vollkorn Mango,fruechtemuesli,fruehstueck-aufstrich
Müsli Waldbeeren,fruechtemuesli,fruehstueck-aufstrich
Müsli Whey Protein,basismuesli,fruehstueck-aufstrich
Müsli Zimt,basismuesli,fruehstueck-aufstrich
Müsli gebacken,knuspermuesli,fruehstueck-aufstrich
Müsli gebacken Kokos Kakao bio,schokomuesli,fruehstueck-aufstrich
Müsli knusper dinkel hafer,knuspermuesli,fruehstueck-aufstrich
Müsli knusper schoko,schokomuesli,fruehstueck-aufstrich
Müsli knusper waldbeere,fruechtemuesli,fruehstueck-aufstrich
Müsli knusprig Erdbeere,fruechtemuesli,fruehstueck-aufstrich
Müsli knusprig Mango,fruechtemuesli,fruehstueck-aufstrich
Müsli kohlenhydratreduziert,basismuesli,fruehstueck-aufstrich
Müsli mit Früchten,fruechtemuesli,fruehstueck-aufstrich
Müsli mit Früchten glutenfrei,fruechtemuesli,fruehstueck-aufstrich
Müsli tropisch,fruechtemuesli,fruehstueck-aufstrich
Müsli weisse Schokolade Frucht,schokomuesli,fruehstueck-aufstrich
Müsli zuckerarm,basismuesli,fruehstueck-aufstrich
Müsli zuckerreduziert,basismuesli,fruehstueck-aufstrich
Müsliriegel Erdnussbutter,muesli,fruehstueck-aufstrich
Müsliriegel Frucht,muesli,fruehstueck-aufstrich
Müsliriegel Hafer Schoko,muesli,fruehstueck-aufstrich
Müsliriegel Nuss,muesli,fruehstueck-aufstrich
Nougatcreme bio,nuss-nougat-creme,fruehstueck-aufstrich
Nougatkissen,cerealien,fruehstueck-aufstrich
Nuss-Nougat-Creme,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme Duo,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme bio,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme crunchy,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme dunkel,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme ohne Palmöl,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme vegan,nuss-nougat-creme,fruehstueck-aufstrich
Nuss-Nougat-Creme zartbitter,nuss-nougat-creme,fruehstueck-aufstrich
Nusscreme,haselnusscreme,fruehstueck-aufstrich
Nussmus,nussmus-saatenmus,fruehstueck-aufstrich
Nussmus Kakao,nussmus-saatenmus,fruehstueck-aufstrich
Nussmus Kokos Mandel,mandelmus,fruehstueck-aufstrich
Nussmüsli,nussmuesli,fruehstueck-aufstrich
Nussriegel,nussmus-saatenmus,fruehstueck-aufstrich
Obatzda,herzhafte-brotaufstriche,fruehstueck-aufstrich
Olivenaufstrich,herzhafte-brotaufstriche,fruehstueck-aufstrich
Olivenaufstrich grün,herzhafte-brotaufstriche,fruehstueck-aufstrich
Orangenmarmelade,orangenmarmelade,fruehstueck-aufstrich
Orangenmarmelade bitter,orangenmarmelade,fruehstueck-aufstrich
Paprika-Aufstrich,paprikaaufstrich,fruehstueck-aufstrich
Paprikaaufstrich,paprikaaufstrich,fruehstueck-aufstrich
Paprikacreme,paprikaaufstrich,fruehstueck-aufstrich
Passierte Tomaten mit Kräutern,tomatenaufstrich,fruehstueck-aufstrich
Pastete vegan,vegane-streichwurst,fruehstueck-aufstrich
Pfirsichsirup,sirup-dicksaft,fruehstueck-aufstrich
Pflanzenmargarine,pflanzenmargarine,fruehstueck-aufstrich
Pflanzenschmalz vegan,veganes-zwiebelschmalz,fruehstueck-aufstrich
Pflaumenmarmelade,konfituere-marmelade-gelee,fruehstueck-aufstrich
Pflaumenmus,konfituere-marmelade-gelee,fruehstueck-aufstrich
Pilzpastete vegan,vegane-streichwurst,fruehstueck-aufstrich
Pistaziencreme,pistaziencreme,fruehstueck-aufstrich
Pistazienmus,nussmus-saatenmus,fruehstueck-aufstrich
Porridge,porridge,fruehstueck-aufstrich
Porridge Apfel Zimt,porridge,fruehstueck-aufstrich
Porridge Apfel-Zimt,porridge,fruehstueck-aufstrich
Porridge Banane Mohn,porridge,fruehstueck-aufstrich
Porridge Basis,porridge,fruehstueck-aufstrich
Porridge Beere,fruchtporridge,fruehstueck-aufstrich
Porridge Beeren,fruchtporridge,fruehstueck-aufstrich
Porridge Bircher,bircher-muesli,fruehstueck-aufstrich
Porridge Buchweizen,porridge,fruehstueck-aufstrich
Porridge Dinkel Schoko,schoko-porridge,fruehstueck-aufstrich
Porridge Erdbeer-Chia,fruchtporridge,fruehstueck-aufstrich
Porridge Frucht,fruchtporridge,fruehstueck-aufstrich
Porridge Früchte,fruchtporridge,fruehstueck-aufstrich
Porridge Hafer,porridge,fruehstueck-aufstrich
Porridge Hafer Dinkel,porridge,fruehstueck-aufstrich
Porridge Heidelbeer-Apfel bio,fruchtporridge,fruehstueck-aufstrich
Porridge Kakao Nuss,schoko-porridge,fruehstueck-aufstrich
Porridge Kokos,porridge,fruehstueck-aufstrich
Porridge Mehrkorn,porridge,fruehstueck-aufstrich
Porridge Protein,porridge,fruehstueck-aufstrich
Porridge Schoko,schoko-porridge,fruehstueck-aufstrich
Porridge Schokolade,schoko-porridge,fruehstueck-aufstrich
Porridge Vanille,porridge,fruehstueck-aufstrich
Porridge Waldbeere,fruchtporridge,fruehstueck-aufstrich
Preiselbeerkonfitüre,konfituere-marmelade-gelee,fruehstueck-aufstrich
Preiselbeersirup,sirup-dicksaft,fruehstueck-aufstrich
Proteinaufstrich Schokolade,suesse-brotaufstriche,fruehstueck-aufstrich
Proteincreme,suesse-brotaufstriche,fruehstueck-aufstrich
Proteinmüsli,basismuesli,fruehstueck-aufstrich
Proteinmüsli Schoko-Nuss,nussmuesli,fruehstueck-aufstrich
